Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Ali Al Hamadi,9,FW,24-117,57,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,,,8450467d
Ali Yousif,13,FW,30-158,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,943fd50a
Ibrahim Bayesh,8,AM,26-056,90,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,,,2f2003ba
Ali Jasim,17,AM,22-157,57,0,0,0,0,4,1,0,0,1,0,0,2,0,0,0,,,1a927a6f
Ahmed Maknzi,15,DF,24-275,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,f95ac2b6
Ahmed Qasem,11,AM,22-349,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27219ecb
Manaf Younis,6,DF,29-222,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,b798826e
Amir Al Ammari,16,DM,28-334,90,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,,,9f65be73
Zidane Iqbal,14,DM,23-060,66,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,6fa3c28e
Kevin Yakob,19,MF,25-259,24,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,18d3b8df
Merchas Doski,23,LB,26-201,90,0,0,0,0,1,0,1,0,2,2,0,0,2,1,0,,,fdf4cfe5
Akam Hashim,5,CB,27-314,90,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,f8416e89
Rebin Sulaka,2,CB,34-075,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,928bec06
Frans Dhia Putros,26,RB,32-347,90,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,,,0102aa7e
Ahmed Basil,22,GK,29-311,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3bf9e631
Jalal Hassan,12,GK,35-039,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,87351c2e
