Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Raúl Jiménez,9,FW,35-061,90,1,0,1,1,8,3,0,0,3,0,1,0,0,0,0,,,b561db50
Julián Quiñones,16,FW,29-103,80,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,,,5535c728
Guillermo Martínez Ayala,22,FW,31-112,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,59146354
Roberto Alvarado,25,FW,27-301,90,0,0,0,0,0,0,0,0,0,1,0,23,1,1,0,,,ff871e14
Luis Romo,7,CM,31-030,60,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,e590bb10
Brian Gutiérrez,26,MF,23-018,30,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,,,d88f31db
Gilberto Mora,19,CM,17-264,60,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,,,69c9ffe8
Santiago Giménez,11,FW,25-078,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,37337aea
Erik Lira,6,DM,26-058,90,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,,,7b2c24ed
Jesús Gallardo,23,LB,31-324,90,0,0,0,0,1,0,0,0,2,2,0,13,1,2,0,,,d0846b6c
Johan Vásquez,5,CB,27-256,90,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,,5eaed77a
César Montes,3,CB,29-131,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,28e957d7
Edson Álvarez,4,DFMF,28-254,45,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,,,8b3ab7ad
Jorge Sánchez,2,RB,28-207,78,0,0,0,0,0,0,1,0,2,0,0,1,2,1,0,,,c8d1c3a5
Álvaro Fidalgo,8,MF,29-087,12,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,,,c705cdc4
Raúl Rangel,1,GK,26-130,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,15f733fb
