Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Mehdi Taremi,9,FW,33-338,90,0,0,0,0,1,1,0,0,2,2,2,0,0,0,0,,,4c2a5d34
Mohammad Mohebi,8,LM,27-183,65,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,7b6b53c3
Mehdi Torabi,16,MF,31-284,25,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,,74567feb
Saeid Ezatolahi,6,CM,29-263,84,0,0,0,0,2,1,1,0,2,0,0,0,2,4,0,,,314d95ac
Amirhossein Hosseinzadeh,18,FW,25-234,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,47270f0c
Saman Ghoddos,14,CM,32-288,78,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,f7b1d4e0
Shahriar Moghanlou,20,MF,31-182,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,92f69be8
Ramin Rezaeian,23,RM,36-092,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,c0ae3446
Ehsan Hajsafi,3,LB,36-116,65,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,b060e3b8
Milad Mohammadi,5,DFMF,32-265,25,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,740a0e28
Ali Nemati,19,CB,30-133,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,19a221f7
Shoja' Khalilzadeh,4,CB,37-038,90,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,,,0aed29f1
Hossein Kanaanizadegan,13,CB,32-090,90,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,,,24353c25
Saleh Hardani,2,RB,27-177,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,3a9b682b
Alireza Jahanbakhsh,7,FWMF,32-314,45,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,,,08452314
Alireza Beiranvand,1,GK,33-273,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,6ca0b04a
