Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Darwin Núñez,9,FW,27-002,90,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,,,4d77b365
Maxi Araújo,20,FW,26-131,90,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,,,f9ab3f4a
Agustín Canobbio,14,FW,27-268,89,0,0,0,0,1,0,0,1,3,4,1,2,0,0,0,,,4f5a2f38
Federico Valverde,8,CM,27-339,56,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,0959c2a2
Federico Viñas,21,FW,27-361,34,0,0,0,0,1,0,0,0,3,2,0,0,2,1,0,,,d30c7094
Rodrigo Bentancur,6,CM,29-001,90,0,0,0,0,1,0,0,0,3,2,0,2,2,3,0,,,3b8674e6
Manuel Ugarte,5,DM,25-076,44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,c9817014
Nicolás De La Cruz,7,MF,29-025,46,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,,,8fda5c72
Juan Manuel Sanabria,25,LB,26-089,69,0,0,0,0,0,0,1,0,1,0,0,2,4,1,0,,,f1d74479
Brian Rodríguez,18,FWMF,26-037,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,c86041d7
Mathías Olivera,16,CB,28-238,90,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,,,41c12f75
Sebastián Cáceres,3,CB,26-312,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,7091c68e
Guillermo Varela,13,RB,33-094,90,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,,,5c961282
Fernando Muslera,23,GK,40-010,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,a2abe631
Sergio Rochet,1,GK,33-095,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,81b99b9e
