Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Federico Viñas,21,FW,27-356,69,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,d30c7094
Darwin Núñez,9,FW,26-362,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4d77b365
Maxi Araújo,20,FW,26-126,80,1,1,0,0,2,1,0,0,1,1,2,7,0,0,0,,,f9ab3f4a
Brian Rodríguez,18,FWMF,26-032,10,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,,,c86041d7
Agustín Canobbio,14,FW,27-263,90,1,0,0,0,2,1,0,0,4,0,0,2,3,0,0,,,4f5a2f38
Federico Valverde,8,CM,27-334,90,0,0,0,0,7,0,0,0,0,0,0,2,0,1,0,,,0959c2a2
Rodrigo Bentancur,6,CM,28-361,90,0,0,0,0,2,0,1,0,3,1,0,1,2,4,0,,,3b8674e6
Manuel Ugarte,5,DM,25-071,69,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,c9817014
Nicolás De La Cruz,7,MF,29-020,21,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,,,8fda5c72
Juan Manuel Sanabria,25,LB,26-084,90,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,f1d74479
Mathías Olivera,16,CB,28-233,90,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,,41c12f75
Sebastián Cáceres,3,CB,26-307,90,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,7091c68e
Guillermo Varela,13,RB,33-089,90,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,,5c961282
Fernando Muslera,23,GK,40-005,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,a2abe631
