Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Eldor Shomurodov,14,FW,30-359,90,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,,,57469b2d
Abbosbek Fayzullayev,22,LM,22-263,72,0,0,0,0,1,1,0,0,1,1,0,1,2,1,0,,,ef1d36a1
Igor Sergeev,21,FW,33-054,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,8df41977
Otabek Shukurov,7,CM,30-001,89,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,,,62032a56
Sherzod Esanov,23,MF,23-142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,bd6667ba
Odiljon Hamrobekov,9,CM,30-130,45,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,,,03f63e77
Akmal Mozgovoy,6,MF,27-082,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,114cb95b
Aziz Gʻaniyev,19,RM,28-121,90,0,0,0,0,1,0,0,0,1,1,0,4,2,0,0,,,0c492054
Sherzod Nasrullaev,13,LB,27-335,45,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,,,aeb0c7f7
Khojiakbar Alijonov,3,DF,29-065,45,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,,,e53cbd7a
Rustam Ashurmatov,5,CB,29-351,90,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,,,a0ecd397
Abdulla Abdullaev,18,CB,28-295,90,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,,,03053fbf
Abdukodir Khusanov,2,CB,22-114,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,d17ce930
Bekhruz Karimov,24,RB,18-320,89,0,0,0,0,0,0,0,0,5,4,0,1,4,0,0,,,74cdaeba
Ruslanbek Jiyanov,10,FW,25-018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,3c181746
Abduvohid Nematov,12,GK,25-095,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,25e45f2a
