Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Mikel Oyarzabal,21,FW,29-072,90,2,0,0,0,6,4,0,0,1,2,0,1,1,0,0,,,8c3c640c
Álex Baena,15,AM,24-347,70,0,1,0,0,2,1,0,0,0,2,0,7,0,0,0,,,518f2234
Ferran Torres,7,FWMF,26-123,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,9e1035f8
Dani Olmo,10,AM,28-056,70,0,0,0,0,3,0,0,0,1,1,0,0,4,0,0,,,ae44e8e2
Mikel Merino,6,MF,30-010,20,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,d080ed5e
Lamine Yamal,19,AM,18-354,84,0,0,0,0,6,4,0,0,1,0,2,3,0,0,0,,,82ec26c1
Gavi,9,FWMF,21-331,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,19cae58d
Pedri,20,DM,23-219,89,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,,,0d9b2d31
Fabián Ruiz Peña,8,MF,30-090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,c0c7ff58
Rodri,16,DM,30-010,90,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,,,6434f10d
Marc Cucurella,24,LB,27-345,90,0,2,0,0,0,0,0,0,2,2,0,2,0,1,0,,,1daec722
Aymeric Laporte,14,CB,32-036,89,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,,,119b9a8e
Marc Pubill,2,DF,23-012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,365113c0
Pau Cubarsí,22,CB,19-161,90,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,cc7888f3
Pedro Porro,12,RB,26-292,90,1,0,0,0,1,1,0,0,1,2,0,7,1,1,0,,,27d0a506
Unai Simón,23,GK,29-021,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,5dcf3e90
