Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Dailon Livramento,19,FW,25-042,60,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,,c115db1e
Nuno da Costa,21,FWMF,35-125,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,909222de
Jovane Cabral,7,FW,28-001,60,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,e34e086c
Willy Semedo,17,FWMF,32-049,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,d1edc98f
Ryan Mendes,20,FW,36-158,90,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,,,ba6e01ab
Jamiro Monteiro,10,CM,32-204,78,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,,,d384bddd
Telmo Arcanjo,18,MF,24-359,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,c692cef2
Laros Duarte,15,CM,29-107,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4af3d3c8
Deroy Duarte,14,MF,26-346,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,6af8fc5b
Kevin Pina,6,DM,29-139,90,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,,,296026ae
Sidny Lopes Cabral,13,LB,23-270,75,0,0,0,0,0,0,1,0,1,2,0,1,1,3,0,,,20700569
João Paulo Fernandes,8,DFMF,28-020,15,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,afcac9da
Diney,3,CB,31-149,90,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,,,d2e33ba2
Pico,4,CB,33-363,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,faef0f92
Steven Moreira,22,RB,31-306,90,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,f10983ae
Vozinha,1,GK,40-012,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,dc04ac24
