Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Hazem Mastouri,9,FW,29-007,89,1,0,0,0,3,2,0,0,2,2,0,1,0,1,0,,,c88f913e
Sebastian Tounekti,26,FWMF,23-347,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,584fee1f
Hannibal Mejbri,10,LM,23-155,90,0,1,0,0,1,1,0,0,1,5,0,4,1,1,0,,,ca22ccb0
Rani Khedira,13,CM,32-149,66,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,59e4b92e
Hadj Mahmoud,15,MF,26-062,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,081048c2
Ismaël Gharbi,11,CM,22-076,74,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,5b3cfa12
Firas Chaouat,19,FW,30-048,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,7fa8ef98
Anis Ben Slimane,25,RM,25-101,67,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,,,9ade9ce1
Elias Achouri,7,FWMF,27-135,23,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,4dd2a0be
Ali Abdi,2,LB,32-187,90,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,,,ad7cdb35
Mohamed Amine Ben Hamida,21,CB,30-192,67,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,,,2a5e8f82
Mortadha Ben Ouanes,12,DFMF,31-358,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1798891a
Ellyes Skhiri,17,CB,31-046,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,c2211709
Montassar Talbi,3,CB,28-030,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,a4a44eb0
Yan Valery,20,RB,27-123,90,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,,,531a4aa8
Aymen Dahmen,16,GK,29-148,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8bf49030
