Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,-9999
Matheus Cunha,9,FW,27-033,65,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,,,dc62b55d
Gabriel Martinelli,22,FWMF,25-011,25,1,0,0,0,2,1,0,0,1,0,0,2,0,0,0,,,48a5a5d6
Vinicius Júnior,7,FW,25-352,90,0,0,0,0,3,2,0,0,0,3,0,7,0,1,0,,,7111d552
Rayan,26,FW,19-330,90,0,0,0,0,1,0,0,0,0,1,0,8,2,0,0,,,288647fc
Lucas Paquetá,20,CM,28-306,45,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,,,9b6f7fd5
Endrick,19,FW,19-343,45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,a2728fbf
Bruno Guimarães,8,CM,28-225,89,0,1,0,0,4,1,0,0,0,1,0,8,1,1,0,,,82518f62
Danilo Santos,18,MF,25-061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,a816dbfb
Casemiro,5,DM,34-126,89,1,0,0,0,2,2,1,0,1,0,0,0,1,1,0,,,4d224fe8
Fabinho,17,DFMF,32-249,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,7f3b388c
Douglas Santos,16,LB,32-099,90,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,,,c50e5bba
Gabriel Magalhães,3,CB,28-192,90,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,,,67ac5bb8
Marquinhos,4,CB,32-046,90,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,d5f2f82b
Danilo,13,RB,34-349,90,0,0,0,0,0,0,1,0,1,1,0,4,0,2,0,,,94b2001f
Alisson,1,GK,33-270,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7a2e46a8
