id,voteStatus,stage,roundName,votingStartDate,votingEndDate,votingOpenedAt,selectedFormation,winners,formations,id,venueName,venueCity,venueId,date,homeSquadId,awaySquadId,homeSquadName,awaySquadName,homeSquadAbbr,awaySquadAbbr,homeScore,awayScore,groupName,matchDay
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,88,Bc Place,Vancouver,8,2026-07-03T04:00:00+01:00,99,1,Switzerland,Algeria,SUI,ALG,2,0,,4
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,81,At&t Stadium,"Arlington, Texas",10,2026-07-03T19:00:00+01:00,3,17,Australia,Egypt,AUS,EGY,1,1,,4
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,79,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-03T23:00:00+01:00,2,8,Argentina,Cabo Verde,ARG,CPV,3,2,,4
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,86,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-07-04T02:30:00+01:00,10,21,Colombia,Ghana,COL,GHA,1,0,,4
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,89,Nrg Stadium,"Houston, Texas",9,2026-07-04T18:00:00+01:00,9,53,Canada,Morocco,CAN,MAR,0,3,,5
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,91,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-07-04T22:00:00+01:00,58,19,Paraguay,France,PAR,FRA,0,1,,5
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,90,Metlife Stadium,"East Rutherford, New Jersey",6,2026-07-05T21:00:00+01:00,7,56,Brazil,Norway,BRA,NOR,1,2,,5
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,92,Estadio Banorte,Mexico City,1,2026-07-06T02:00:00+01:00,52,18,Mexico,England,MEX,ENG,2,3,,5
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,94,At&t Stadium,"Arlington, Texas",10,2026-07-06T20:00:00+01:00,59,97,Portugal,Spain,POR,ESP,0,1,,5
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,93,Lumen Field,"Seattle, Washington",14,2026-07-07T01:00:00+01:00,111,5,USA,Belgium,USA,BEL,1,4,,5
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,95,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-07-07T17:00:00+01:00,2,17,Argentina,Egypt,ARG,EGY,3,2,,5
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,96,Bc Place,Vancouver,8,2026-07-07T21:00:00+01:00,99,10,Switzerland,Colombia,SUI,COL,0,0,,5
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,97,Gillette Stadium,"Foxborough, Massachusetts",7,2026-07-09T21:00:00+01:00,19,53,France,Morocco,FRA,MAR,2,0,,6
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,99,Sofi Stadium,"Inglewood, California",4,2026-07-10T20:00:00+01:00,97,5,Spain,Belgium,ESP,BEL,2,1,,6
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,98,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-11T22:00:00+01:00,56,18,Norway,England,NOR,ENG,1,2,,6
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,100,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-07-12T02:00:00+01:00,2,99,Argentina,Switzerland,ARG,SUI,3,1,,6
7,complete,sf,semi_final,2026-07-15T22:00:00+01:00,2026-07-17T22:00:00+01:00,2026-07-15T22:10:02+01:00,,"[1829, 1844, 2844, 2852]",,101,At&t Stadium,"Arlington, Texas",10,2026-07-14T20:00:00+01:00,19,97,France,Spain,FRA,ESP,0,2,,7
7,complete,sf,semi_final,2026-07-15T22:00:00+01:00,2026-07-17T22:00:00+01:00,2026-07-15T22:10:02+01:00,,"[1829, 1844, 2844, 2852]",,102,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-07-15T20:00:00+01:00,18,2,England,Argentina,ENG,ARG,1,2,,7
8,complete,f,final,2026-07-19T23:30:00+01:00,2026-07-21T23:30:00+01:00,2026-07-19T23:14:53+01:00,4-3-3,"[1828, 1844, 1987, 2241, 2267, 2280, 2285, 2612, 2841, 2852, 2855]","[{'DEF': 4, 'MID': 4, 'FWD': 2}, {'DEF': 4, 'MID': 3, 'FWD': 3}, {'DEF': 3, 'MID': 4, 'FWD': 3}]",103,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-18T22:00:00+01:00,19,18,France,England,FRA,ENG,4,6,,8
8,complete,f,final,2026-07-19T23:30:00+01:00,2026-07-21T23:30:00+01:00,2026-07-19T23:14:53+01:00,4-3-3,"[1828, 1844, 1987, 2241, 2267, 2280, 2285, 2612, 2841, 2852, 2855]","[{'DEF': 4, 'MID': 4, 'FWD': 2}, {'DEF': 4, 'MID': 3, 'FWD': 3}, {'DEF': 3, 'MID': 4, 'FWD': 3}]",104,Metlife Stadium,"East Rutherford, New Jersey",6,2026-07-19T20:00:00+01:00,97,2,Spain,Argentina,ESP,ARG,1,0,,9
