Rank,Goalkeeper_Saves,Goalkeeper_Actions_inside_PenaltyArea,Goalkeeper_Actions_outside_PenaltyArea,Player_ID,Aggression_Ratio,Save_Efficiently,Save_Efficiency
30.0,30.0,30.0,30.0,30.0,12.0,12.0,12.0
46.53333333333333,4.266666666666667,27.433333333333334,23.366666666666667,74.6,0.8469314084001222,0.08099254317276133,0.08099254317276133
17.715633721685474,6.274927301863996,37.971571338108426,32.57191865790948,42.17582245789642,0.06649792163192024,0.0338604016961896,0.0338604016961896
9.0,0.0,0.0,0.0,10.0,0.7377049180327869,0.021739130434782608,0.021739130434782608
37.75,0.0,0.0,0.0,38.5,0.8088972431077694,0.06292229729729729,0.06292229729729729
58.0,0.0,0.0,0.0,75.5,0.8284272497897393,0.07501916198262647,0.07501916198262647
58.0,7.75,57.0,47.5,111.25,0.8885088919288645,0.09666935112747355,0.09666935112747355
58.0,17.0,119.0,105.0,141.0,0.9473684210526315,0.15315315315315314,0.15315315315315314
