id,voteStatus,stage,roundName,votingStartDate,votingEndDate,votingOpenedAt,selectedFormation,winners,formations,id.1,venueName,venueCity,venueId,date,homeSquadId,awaySquadId,homeSquadName,awaySquadName,homeSquadAbbr,awaySquadAbbr,homeScore,awayScore,groupName,matchDay,goal_diff,rank,team_id,Team,TeamAbbr,home_Goals,Assists,home_Attempts_at_goal,home_Attempts_on_target,Off_Target_Attempts,home_ConversionRate,home_Attempts_inside_PA,Attemps_Outside_PenaltyArea,home_Headed_attempts,home_xG,xG_Efficiency,Corners,home_Possession,rank_away,team_id_away,Team_away,TeamAbbr_away,away_Goals,Assists_away,away_Attempts_at_goal,away_Attempts_on_target,Off_Target_Attempts_away,away_ConversionRate,away_Attempts_inside_PA,Attemps_Outside_PenaltyArea_away,away_Headed_attempts,away_xG,xG_Efficiency_away,Corners_away,away_Possession,diff_goals_scored,diff_attempts_at_goal,diff_attempts_on_target,diff_conversion_rate,diff_attempts_inside_pa,diff_headed_attempts,diff_xG,diff_possession
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,43,Metlife Stadium,"East Rutherford, New Jersey",6,2026-06-23T01:00:00+01:00,56,95,Norway,Senegal,NOR,SEN,3,2,I,2,1,16,56,Norway,NOR,13,10,65,30,25,20,52,13,13,9.93,1.31,29,49,14,95,Senegal,SEN,10,9,68,22,32,15,38,30,7,7.22,1.38x,22,49,3,-3,8,5,14,6,2.71,0
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,44,Levi's Stadium,"Santa Clara, California",5,2026-06-23T04:00:00+01:00,50,1,Jordan,Algeria,JOR,ALG,1,2,J,2,-1,42,50,Jordan,JOR,3,3,24,9,9,13,13,11,3,1.87,1.6,6,29,25,1,Algeria,ALG,5,3,44,16,16,11,26,18,5,4.73,1.06x,14,56,-2,-20,-7,2,-13,-2,-2.8600000000000003,-27
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,45,Nrg Stadium,"Houston, Texas",9,2026-06-23T18:00:00+01:00,59,112,Portugal,Uzbekistan,POR,UZB,5,0,K,2,5,17,59,Portugal,POR,8,4,62,17,31,13,40,22,8,6.39,1.25,22,53,45,112,Uzbekistan,UZB,2,1,18,5,8,11,10,8,2,1.71,1.17x,9,35,6,44,12,2,30,6,4.68,18
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,46,Gillette Stadium,"Foxborough, Massachusetts",7,2026-06-23T21:00:00+01:00,18,21,England,Ghana,ENG,GHA,0,0,L,2,0,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33,40,50,43,21,Ghana,GHA,2,2,23,3,10,9,12,11,3,2.34,0.85x,8,34,18,95,49,8,76,24,12.69,16
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,47,Bmo Field,Toronto,3,2026-06-24T00:00:00+01:00,57,13,Panama,Croatia,PAN,CRO,0,1,L,2,-1,34,57,Panama,PAN,0,0,32,7,16,0,20,12,5,2.19,0.0,12,42,29,13,Croatia,CRO,6,5,37,17,14,16,21,16,8,3.41,1.76x,12,46,-6,-5,-10,-16,-1,-3,-1.2200000000000002,-4
2,complete,group,round_2,2026-06-24T05:00:00+01:00,2026-06-26T05:00:00+01:00,2026-06-24T03:10:02+01:00,,"[1844, 1969, 2139, 2701]",,48,Estadio Akron,Guadalajara,2,2026-06-24T03:00:00+01:00,10,11,Colombia,Congo DR,COL,COD,1,0,K,2,1,27,10,Congo DR,COL,5,3,41,10,25,12,18,23,5,3.71,1.35,13,37,24,11,Cote d'Ivoire,COD,5,4,45,14,17,11,30,15,3,5.5,0.91x,26,45,0,-4,-4,1,-12,2,-1.79,-8
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,49,Bc Place,Vancouver,8,2026-06-24T20:00:00+01:00,99,9,Switzerland,Canada,SUI,CAN,2,1,B,3,1,8,99,Switzerland,SUI,10,6,74,30,28,14,50,24,7,9.59,1.04,28,49,6,9,Colombia,CAN,5,5,94,31,40,5,55,39,13,7.32,0.68x,24,53,5,-20,-1,9,-5,-6,2.2699999999999996,-4
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,50,Lumen Field,"Seattle, Washington",14,2026-06-24T20:00:00+01:00,6,60,Bosnia and Herzegovina,Qatar,BIH,QAT,3,1,B,3,2,29,6,Bosnia and Herzegovina,BIH,5,3,37,14,14,14,16,21,5,2.04,2.45,15,40,47,60,Qatar,QAT,2,1,17,6,10,12,10,7,2,1.88,1.06x,9,31,3,20,8,2,6,3,0.16000000000000014,9
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,52,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-06-24T23:00:00+01:00,53,46,Morocco,Haiti,MAR,HAI,4,2,C,3,2,13,53,Morocco,MAR,10,9,69,26,23,14,39,30,10,6.57,1.52,30,53,37,46,Haiti,HAI,2,1,31,7,15,6,16,15,5,1.62,1.24x,9,42,8,38,19,8,23,5,4.95,11
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,51,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-06-24T23:00:00+01:00,90,7,Scotland,Brazil,SCO,BRA,0,3,C,3,-3,40,90,Scotland,SCO,1,0,29,7,12,3,23,6,6,2.34,0.43,12,41,10,7,Brazil,BRA,10,8,73,29,24,14,50,23,11,10.88,0.92x,27,48,-9,-44,-22,-11,-27,-5,-8.540000000000001,-7
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,53,Estadio Banorte,Mexico City,1,2026-06-25T02:00:00+01:00,15,52,Czechia,Mexico,CZE,MEX,0,3,A,3,-3,33,15,Czechia,CZE,2,2,34,8,15,6,22,12,10,2.44,0.82,15,37,11,52,Mexico,MEX,10,7,70,21,32,14,44,26,13,8.1,1.23x,19,48,-8,-36,-13,-8,-22,-3,-5.66,-11
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,54,Estadio Bbva,Guadalupe,12,2026-06-25T02:00:00+01:00,96,51,South Africa,Korea Republic,RSA,KOR,1,0,A,3,1,28,96,South Africa,RSA,2,1,39,11,18,5,13,26,5,2.48,0.8,11,46,34,51,Korea Republic,KOR,2,2,32,11,13,6,21,11,9,3.38,0.59x,12,56,0,7,0,-1,-8,-4,-0.8999999999999999,-10
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,55,Metlife Stadium,"East Rutherford, New Jersey",6,2026-06-25T21:00:00+01:00,16,20,Ecuador,Germany,ECU,GER,2,1,E,3,1,19,16,Ecuador,ECU,2,2,53,20,26,4,35,18,12,5.88,0.34,25,52,8,20,Germany,GER,11,10,74,28,26,15,48,26,12,8.64,1.27x,34,56,-9,-21,-8,-11,-13,0,-2.7600000000000007,-4
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,56,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-06-25T21:00:00+01:00,14,12,Curaçao,Côte d'Ivoire,CUW,CIV,0,2,E,3,-2,40,14,Curacao,CUW,1,0,29,7,18,3,14,15,4,1.7,0.59,5,32,20,12,Cabo Verde,CIV,4,2,49,12,21,8,20,29,6,2.56,1.56x,17,35,-3,-20,-5,-5,-6,-2,-0.8600000000000001,-3
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,58,At&t Stadium,"Arlington, Texas",10,2026-06-26T00:00:00+01:00,49,98,Japan,Sweden,JPN,SWE,1,1,F,3,0,34,49,Japan,JPN,8,7,32,11,15,25,16,16,5,3.17,2.52,13,42,22,98,Sweden,SWE,7,6,48,23,18,15,30,18,8,4.66,1.5x,18,43,1,-16,-12,10,-14,-3,-1.4900000000000002,-1
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,57,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-06-26T00:00:00+01:00,108,54,Tunisia,Netherlands,TUN,NED,1,3,F,3,-2,11,108,Turkiye,TUN,3,2,70,14,35,4,37,33,7,5.5,0.55,22,58,23,54,Netherlands,NED,11,10,46,22,15,24,35,11,14,5.0,2.2x,18,50,-8,24,-8,-20,2,-7,0.5,8
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,59,Sofi Stadium,"Inglewood, California",4,2026-06-26T03:00:00+01:00,109,111,Türkiye,USA,TUR,USA,3,2,D,3,1,45,109,Tunisia,TUR,2,2,18,6,8,11,6,12,4,1.12,1.78,9,36,18,111,USA,USA,11,4,59,19,24,19,47,12,12,6.37,1.73x,26,52,-9,-41,-13,-8,-41,-8,-5.25,-16
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,60,Levi's Stadium,"Santa Clara, California",5,2026-06-26T03:00:00+01:00,58,3,Paraguay,Australia,PAR,AUS,0,0,D,3,0,32,58,Paraguay,PAR,3,3,35,8,18,9,17,18,4,1.99,1.51,10,27,26,3,Australia,AUS,3,1,42,13,19,7,26,16,6,2.73,1.1x,16,35,0,-7,-5,2,-9,-2,-0.74,-8
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,62,Bmo Field,Toronto,3,2026-06-26T20:00:00+01:00,95,48,Senegal,Iraq,SEN,IRQ,5,0,I,3,5,14,95,Senegal,SEN,10,9,68,22,32,15,38,30,7,7.22,1.38,22,49,44,48,Iraq,IRQ,1,1,21,2,13,5,12,9,6,2.11,0.47x,7,37,9,47,20,10,26,1,5.109999999999999,12
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,61,Gillette Stadium,"Foxborough, Massachusetts",7,2026-06-26T20:00:00+01:00,56,19,Norway,France,NOR,FRA,1,4,I,3,-3,16,56,Norway,NOR,13,10,65,30,25,20,52,13,13,9.93,1.31,29,49,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19x,51,51,-7,-74,-29,6,-25,3,-6.850000000000001,-2
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,63,Estadio Akron,Guadalajara,2,2026-06-27T01:00:00+01:00,110,97,Uruguay,Spain,URU,ESP,0,1,H,3,-1,20,110,Uruguay,URU,3,1,49,13,25,6,27,22,15,3.95,0.76,26,51,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8x,54,58,-11,-91,-41,-4,-52,-7,-13.530000000000001,-7
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,64,Nrg Stadium,"Houston, Texas",9,2026-06-27T01:00:00+01:00,8,89,Cabo Verde,Saudi Arabia,CPV,KSA,0,0,H,3,0,7,8,Canada,CPV,9,3,81,32,29,11,57,24,16,9.02,1.0,50,46,47,89,Saudi Arabia,KSA,1,0,17,8,5,6,8,9,3,1.52,0.66x,7,33,8,64,24,5,49,13,7.5,13
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,65,Bc Place,Vancouver,8,2026-06-27T04:00:00+01:00,55,5,New Zealand,Belgium,NZL,BEL,1,5,G,3,-4,37,55,New Zealand,NZL,4,3,31,15,8,13,19,12,6,2.48,1.62,10,42,5,5,Belgium,BEL,14,10,112,35,43,13,74,38,16,10.62,1.32x,24,46,-10,-81,-20,0,-55,-10,-8.139999999999999,-4
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,66,Lumen Field,"Seattle, Washington",14,2026-06-27T04:00:00+01:00,17,47,Egypt,IR Iran,EGY,IRN,1,1,G,3,0,15,17,Egypt,EGY,8,8,67,19,30,12,42,25,10,5.75,1.39,26,46,29,47,IR Iran,IRN,3,1,37,10,15,8,26,11,7,4.57,0.66x,8,37,5,30,9,4,16,3,1.1799999999999997,9
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,67,Metlife Stadium,"East Rutherford, New Jersey",6,2026-06-27T22:00:00+01:00,57,18,Panama,England,PAN,ENG,0,2,L,3,-2,34,57,Panama,PAN,0,0,32,7,16,0,20,12,5,2.19,0.0,12,42,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33x,40,50,-20,-86,-45,-17,-68,-22,-12.84,-8
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,68,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-06-27T22:00:00+01:00,13,21,Croatia,Ghana,CRO,GHA,2,1,L,3,1,29,13,Croatia,CRO,6,5,37,17,14,16,21,16,8,3.41,1.76,12,46,43,21,Ghana,GHA,2,2,23,3,10,9,12,11,3,2.34,0.85x,8,34,4,14,14,7,9,5,1.0700000000000003,12
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,70,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-06-28T00:30:00+01:00,11,112,Congo DR,Uzbekistan,COD,UZB,3,1,K,3,2,24,11,Cote d'Ivoire,COD,5,4,45,14,17,11,30,15,3,5.5,0.91,26,45,45,112,Uzbekistan,UZB,2,1,18,5,8,11,10,8,2,1.71,1.17x,9,35,3,27,9,0,20,1,3.79,10
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,69,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-06-28T00:30:00+01:00,10,59,Colombia,Portugal,COL,POR,0,0,K,3,0,27,10,Congo DR,COL,5,3,41,10,25,12,18,23,5,3.71,1.35,13,37,17,59,Portugal,POR,8,4,62,17,31,13,40,22,8,6.39,1.25x,22,53,-3,-21,-7,-1,-22,-3,-2.6799999999999997,-16
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,71,At&t Stadium,"Arlington, Texas",10,2026-06-28T03:00:00+01:00,50,2,Jordan,Argentina,JOR,ARG,1,3,J,3,-2,42,50,Jordan,JOR,3,3,24,9,9,13,13,11,3,1.87,1.6,6,29,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23x,41,53,-16,-91,-37,-4,-53,-19,-13.579999999999998,-24
3,complete,group,round_3,2026-06-28T05:00:00+01:00,2026-06-30T05:00:00+01:00,2026-06-28T05:00:03+01:00,,"[1839, 1976, 2279, 2280]",,72,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-06-28T03:00:00+01:00,1,4,Algeria,Austria,ALG,AUT,3,3,J,3,0,25,1,Algeria,ALG,5,3,44,16,16,11,26,18,5,4.73,1.06,14,56,37,4,Austria,AUT,6,4,31,8,18,19,19,12,7,3.88,1.55x,10,41,-1,13,8,-8,7,-2,0.8500000000000005,15
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,73,Sofi Stadium,"Inglewood, California",4,2026-06-28T20:00:00+01:00,96,9,South Africa,Canada,RSA,CAN,0,1,,4,-1,28,96,South Africa,RSA,2,1,39,11,18,5,13,26,5,2.48,0.8,11,46,6,9,Colombia,CAN,5,5,94,31,40,5,55,39,13,7.32,0.68x,24,53,-3,-55,-20,0,-42,-8,-4.84,-7
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,74,Nrg Stadium,"Houston, Texas",9,2026-06-29T18:00:00+01:00,7,49,Brazil,Japan,BRA,JPN,2,1,,4,1,10,7,Brazil,BRA,10,8,73,29,24,14,50,23,11,10.88,0.92,27,48,34,49,Japan,JPN,8,7,32,11,15,25,16,16,5,3.17,2.52x,13,42,2,41,18,-11,34,6,7.710000000000001,6
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,78,Gillette Stadium,"Foxborough, Massachusetts",7,2026-06-29T21:30:00+01:00,20,58,Germany,Paraguay,GER,PAR,1,1,,4,0,8,20,Germany,GER,11,10,74,28,26,15,48,26,12,8.64,1.27,34,56,32,58,Paraguay,PAR,3,3,35,8,18,9,17,18,4,1.99,1.51x,10,27,8,39,20,6,31,8,6.65,29
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,75,Estadio Bbva,Guadalupe,12,2026-06-30T02:00:00+01:00,54,53,Netherlands,Morocco,NED,MAR,1,1,,4,0,23,54,Netherlands,NED,11,10,46,22,15,24,35,11,14,5.0,2.2,18,50,13,53,Morocco,MAR,10,9,69,26,23,14,39,30,10,6.57,1.52x,30,53,1,-23,-4,10,-4,4,-1.5700000000000003,-3
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,77,At&t Stadium,"Arlington, Texas",10,2026-06-30T18:00:00+01:00,12,56,Côte d'Ivoire,Norway,CIV,NOR,1,2,,4,-1,20,12,Cabo Verde,CIV,4,2,49,12,21,8,20,29,6,2.56,1.56,17,35,16,56,Norway,NOR,13,10,65,30,25,20,52,13,13,9.93,1.31x,29,49,-9,-16,-18,-12,-32,-7,-7.369999999999999,-14
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,80,Metlife Stadium,"East Rutherford, New Jersey",6,2026-06-30T22:00:00+01:00,19,98,France,Sweden,FRA,SWE,3,0,,4,3,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51,22,98,Sweden,SWE,7,6,48,23,18,15,30,18,8,4.66,1.5x,18,43,13,91,36,-1,47,2,12.120000000000001,8
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,82,Estadio Banorte,Mexico City,1,2026-07-01T03:00:00+01:00,52,16,Mexico,Ecuador,MEX,ECU,2,0,,4,2,11,52,Mexico,MEX,10,7,70,21,32,14,44,26,13,8.1,1.23,19,48,19,16,Ecuador,ECU,2,2,53,20,26,4,35,18,12,5.88,0.34x,25,52,8,17,1,10,9,1,2.2199999999999998,-4
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,83,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-07-01T17:00:00+01:00,18,11,England,Congo DR,ENG,COD,2,1,,4,1,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33,40,50,24,11,Cote d'Ivoire,COD,5,4,45,14,17,11,30,15,3,5.5,0.91x,26,45,15,73,38,6,58,24,9.53,5
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,84,Lumen Field,"Seattle, Washington",14,2026-07-01T21:00:00+01:00,5,95,Belgium,Senegal,BEL,SEN,3,2,,4,1,5,5,Belgium,BEL,14,10,112,35,43,13,74,38,16,10.62,1.32,24,46,14,95,Senegal,SEN,10,9,68,22,32,15,38,30,7,7.22,1.38x,22,49,4,44,13,-2,36,9,3.3999999999999995,-3
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,76,Levi's Stadium,"Santa Clara, California",5,2026-07-02T01:00:00+01:00,111,6,USA,Bosnia and Herzegovina,USA,BIH,2,0,,4,2,18,111,USA,USA,11,4,59,19,24,19,47,12,12,6.37,1.73,26,52,29,6,Bosnia and Herzegovina,BIH,5,3,37,14,14,14,16,21,5,2.04,2.45x,15,40,6,22,5,5,31,7,4.33,12
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,87,Sofi Stadium,"Inglewood, California",4,2026-07-02T20:00:00+01:00,97,4,Spain,Austria,ESP,AUT,3,0,,4,3,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8,54,58,37,4,Austria,AUT,6,4,31,8,18,19,19,12,7,3.88,1.55x,10,41,8,109,46,-9,60,15,13.600000000000001,17
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,85,Bmo Field,Toronto,3,2026-07-03T00:00:00+01:00,59,13,Portugal,Croatia,POR,CRO,2,1,,4,1,17,59,Portugal,POR,8,4,62,17,31,13,40,22,8,6.39,1.25,22,53,29,13,Croatia,CRO,6,5,37,17,14,16,21,16,8,3.41,1.76x,12,46,2,25,0,-3,19,0,2.9799999999999995,7
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,88,Bc Place,Vancouver,8,2026-07-03T04:00:00+01:00,99,1,Switzerland,Algeria,SUI,ALG,2,0,,4,2,8,99,Switzerland,SUI,10,6,74,30,28,14,50,24,7,9.59,1.04,28,49,25,1,Algeria,ALG,5,3,44,16,16,11,26,18,5,4.73,1.06x,14,56,5,30,14,3,24,2,4.859999999999999,-7
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,81,At&t Stadium,"Arlington, Texas",10,2026-07-03T19:00:00+01:00,3,17,Australia,Egypt,AUS,EGY,1,1,,4,0,26,3,Australia,AUS,3,1,42,13,19,7,26,16,6,2.73,1.1,16,35,15,17,Egypt,EGY,8,8,67,19,30,12,42,25,10,5.75,1.39x,26,46,-5,-25,-6,-5,-16,-4,-3.02,-11
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,79,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-03T23:00:00+01:00,2,8,Argentina,Cabo Verde,ARG,CPV,3,2,,4,1,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23,41,53,7,8,Canada,CPV,9,3,81,32,29,11,57,24,16,9.02,1x,50,46,10,34,14,6,9,6,6.43,7
4,complete,r32,round_of_32,2026-07-04T04:30:00+01:00,2026-07-06T04:30:00+01:00,2026-07-04T04:40:02+01:00,,"[1828, 1844, 1987, 2111]",,86,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-07-04T02:30:00+01:00,10,21,Colombia,Ghana,COL,GHA,1,0,,4,1,27,10,Congo DR,COL,5,3,41,10,25,12,18,23,5,3.71,1.35,13,37,43,21,Ghana,GHA,2,2,23,3,10,9,12,11,3,2.34,0.85x,8,34,3,18,7,3,6,2,1.37,3
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,89,Nrg Stadium,"Houston, Texas",9,2026-07-04T18:00:00+01:00,9,53,Canada,Morocco,CAN,MAR,0,3,,5,-3,6,9,Colombia,CAN,5,5,94,31,40,5,55,39,13,7.32,0.68,24,53,13,53,Morocco,MAR,10,9,69,26,23,14,39,30,10,6.57,1.52x,30,53,-5,25,5,-9,16,3,0.75,0
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,91,Lincoln Financial Field,"Philadelphia, Pennsylvania",11,2026-07-04T22:00:00+01:00,58,19,Paraguay,France,PAR,FRA,0,1,,5,-1,32,58,Paraguay,PAR,3,3,35,8,18,9,17,18,4,1.99,1.51,10,27,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19x,51,51,-17,-104,-51,-5,-60,-6,-14.790000000000001,-24
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,90,Metlife Stadium,"East Rutherford, New Jersey",6,2026-07-05T21:00:00+01:00,7,56,Brazil,Norway,BRA,NOR,1,2,,5,-1,10,7,Brazil,BRA,10,8,73,29,24,14,50,23,11,10.88,0.92,27,48,16,56,Norway,NOR,13,10,65,30,25,20,52,13,13,9.93,1.31x,29,49,-3,8,-1,-6,-2,-2,0.9500000000000011,-1
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,92,Estadio Banorte,Mexico City,1,2026-07-06T02:00:00+01:00,52,18,Mexico,England,MEX,ENG,2,3,,5,-1,11,52,Mexico,MEX,10,7,70,21,32,14,44,26,13,8.1,1.23,19,48,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33x,40,50,-10,-48,-31,-3,-44,-14,-6.93,-2
